Lemme,POS,frequence
astrazeneca,NOUN,23
fruit,NOUN,22
ensembl,ADJ,22
dissolution,NOUN,22
attaquer,VERB,22
fiscal,ADJ,22
entraîner,VERB,22
livrer,VERB,22
intégralité,NOUN,22
nôtre,NOUN,22
procéder,VERB,22
long,NOUN,22
verser,VERB,22
minimum,NOUN,22
figurer,VERB,22
efficace,NOUN,22
correspondre,VERB,22
plaisir,NOUN,22
EDF,PROPN,22
nucléaire,ADJ,22
drastique,ADJ,22
admission,NOUN,22
choisir,VERB,22
puissance,NOUN,22
handicaper,VERB,22
traiter,VERB,22
immunité,NOUN,22
vigilant,ADJ,22
aérien,ADJ,22
attester,VERB,22
auquel,NOUN,22
axe,NOUN,22
migrant,NOUN,22
ancien,ADJ,22
infraction,NOUN,22
préparation,NOUN,22
analyse,NOUN,22
levée,NOUN,22
acter,VERB,22
référendum,ADJ,22
suppression,NOUN,21
omicron,ADJ,21
métropole,NOUN,21
installation,NOUN,21
envier,VERB,21
opposer,VERB,21
sentiment,NOUN,21
Ukraine,PROPN,21
réussite,NOUN,21
suffire,VERB,21
automne,NOUN,21
facture,NOUN,21
parti,NOUN,21
alimentation,NOUN,21
voiture,NOUN,21
exception,NOUN,21
sécuriser,VERB,21
mentionner,VERB,21
revoir,VERB,21
tomber,VERB,21
retard,NOUN,21
étudier,VERB,21
répéter,VERB,21
condamnation,NOUN,21
coopération,NOUN,21
déposer,VERB,21
occurrence,NOUN,21
agricole,ADJ,21
plfs,NOUN,21
démocratie,NOUN,21
confiner,VERB,21
valider,VERB,21
émettre,VERB,21
tenter,VERB,21
informer,VERB,21
terrible,ADJ,21
option,NOUN,21
écoute,NOUN,21
clarifier,VERB,21
clair,VERB,21
maison,NOUN,21
Jean,PROPN,21
soigner,VERB,20
critique,ADJ,20
Jacques,PROPN,20
thème,NOUN,20
pharmacien,NOUN,20
comité,NOUN,20
consensus,NOUN,20
refermer,VERB,20
paquet,NOUN,20
rétablissement,NOUN,20
pousser,VERB,20
fossile,ADJ,20
stratégique,ADJ,20
dépendance,NOUN,20
bourse,NOUN,20
quitter,VERB,20
environnemental,ADJ,20
légitime,ADJ,20
restauration,NOUN,20
responsable,ADJ,20
créneau,NOUN,20
recruter,VERB,20
Autorité,PROPN,20
appuyer,VERB,20
attaque,NOUN,20
permanence,NOUN,20
oublier,VERB,20
suspension,NOUN,20
série,NOUN,20
blanc,ADJ,20
impliquer,VERB,20
mouvement,NOUN,20
boussole,NOUN,20
jeu,NOUN,20
usage,NOUN,20
débuter,VERB,20
publier,VERB,20
pragmatique,ADJ,20
Ségur,PROPN,20
Marseille,PROPN,20
extérieur,NOUN,20
inviter,VERB,20
passé,NOUN,20
prenant,ADJ,20
écouter,VERB,20
concentrer,VERB,20
reconnaissance,NOUN,20
visite,NOUN,20
Coache,PROPN,20
pandémie,NOUN,20
battre,VERB,20
Julien,PROPN,20
covid-19,NOUN,20
provoquer,VERB,19
initial,ADJ,19
Gabriel,PROPN,19
vous,VERB,19
banque,NOUN,19
statut,NOUN,19
destination,NOUN,19
renoncer,VERB,19
fameu,NOUN,19
contenir,VERB,19
dur,ADJ,19
pardon,NOUN,19
cabinet,NOUN,19
extension,NOUN,19
permet,NOUN,19
encourager,VERB,19
lycéen,NOUN,19
vise,NOUN,19
dire,NOUN,19
compagnie,NOUN,19
jouer,VERB,19
unique,ADJ,19
RTL,PROPN,19
sociau,NOUN,19
lycée,NOUN,19
diffusion,NOUN,19
soumettre,VERB,19
occuper,VERB,19
limite,NOUN,19
courant,NOUN,19
profond,ADJ,19
inspection,NOUN,19
mer,VERB,19
malade,NOUN,19
modifier,VERB,19
éducatif,ADJ,19
États-Unis,PROPN,19
beauvau,NOUN,19
sexuel,ADJ,19
allègement,NOUN,19
aboutir,VERB,19
explosion,NOUN,19
effectif,ADJ,19
terrasse,NOUN,19
agenda,NOUN,19
libéral,ADJ,19
habitation,NOUN,18
paraître,VERB,18
Afrique,PROPN,18
prévenir,VERB,18
noter,VERB,18
mairie,NOUN,18
local,NOUN,18
tâche,NOUN,18
ampleur,NOUN,18
essence,NOUN,18
consommateur,NOUN,18
crédit,NOUN,18
familial,ADJ,18
quelle,ADJ,18
trajectoire,NOUN,18
Agnès,PROPN,18
Pannier,PROPN,18
signal,NOUN,18
rétablir,VERB,18
rénover,VERB,18
relancer,VERB,18
Johnson,PROPN,18
Parcoursup,PROPN,18
guillemet,NOUN,18
catégorie,NOUN,18
allier,VERB,18
pineau,NOUN,18
auteur,NOUN,18
lancement,NOUN,18
Bercy,PROPN,18
vert,PROPN,18
confier,VERB,18
mobilité,NOUN,18
salarial,ADJ,18
résoudre,VERB,18
dangereux,ADJ,18
décennie,NOUN,18
Hauts-de-France,PROPN,18
Éric,PROPN,18
délit,NOUN,18
expulser,VERB,18
restaurer,VERB,18
syndical,ADJ,18
décès,NOUN,18
législative,NOUN,18
résident,NOUN,18
attacher,VERB,18
démontrer,VERB,18
front,NOUN,18
infirmier,NOUN,18
individuel,ADJ,18
congé,NOUN,18
instance,NOUN,18
Nouméa,PROPN,18
interdire,VERB,17
lit,NOUN,17
bar,NOUN,17
adoption,NOUN,17
détecté,NOUN,17
Sfaxi,PROPN,17
prévision,NOUN,17
liaison,NOUN,17
compromis,NOUN,17
régulation,NOUN,17
gel,NOUN,17
impacter,VERB,17
maîtrise,NOUN,17
inacceptable,ADJ,17
alerter,VERB,17
peuple,NOUN,17
ci,NOUN,17
russe,ADJ,17
précarité,NOUN,17
bénéfice,NOUN,17
essentiel,NOUN,17
libre,ADJ,17
Bastien,PROPN,17
Augey,PROPN,17
employer,VERB,17
officiel,ADJ,17
extrême,ADJ,17
Agathe,PROPN,17
Lambret,PROPN,17
voisin,ADJ,17
limitation,NOUN,17
client,NOUN,17
vien,NOUN,17
déléguer,VERB,17
rue,NOUN,17
soignant,ADJ,17
moindre,ADJ,17
vision,NOUN,17
but,NOUN,17
associer,VERB,17
logique,NOUN,17
-là,NOUN,17
indicateur,NOUN,17
concrètement,NOUN,17
circulaire,NOUN,17
échec,NOUN,17
vert,ADJ,17
comportement,NOUN,17
quart,NOUN,17
accroître,VERB,17
lande,NOUN,17
accessibilité,NOUN,17
commander,VERB,17
lassitude,NOUN,17
groupement,NOUN,17
applique,VERB,17
porte,NOUN,17
plainte,NOUN,17
fibre,NOUN,17
conscience,NOUN,17
directeur,NOUN,16
courage,NOUN,16
février,NOUN,16
milieu,NOUN,16
partenariat,NOUN,16
Relance,PROPN,16
estime,VERB,16
certaine,NOUN,16
volume,NOUN,16
inaudible,NOUN,16
vente,NOUN,16
être,NOUN,16
intéresser,VERB,16
bloquer,VERB,16
règlement,NOUN,16
encadrer,VERB,16
ami,NOUN,16
inquiéter,VERB,16
tourner,VERB,16
nourrir,VERB,16
quotidien,VERB,16
social,NOUN,16
kilomètre,NOUN,16
suffisant,ADJ,16
exceptionnelle,NOUN,16
simplification,NOUN,16
résilience,NOUN,16
évaluer,VERB,16
université,NOUN,16
prudent,ADJ,16
affirmer,VERB,16
combattre,VERB,16
Montchalin,PROPN,16
manque,NOUN,16
évidemment,NOUN,16
vacciné,NOUN,16
couple,NOUN,16
définition,NOUN,16
espoir,NOUN,16
véritable,ADJ,16
crèche,NOUN,16
surprendre,VERB,16
Marie-Leconte,PROPN,16
çer,VERB,16
pêcheur,NOUN,16
bâtir,VERB,16
tenu,ADJ,16
progression,NOUN,16
conforter,VERB,16
fléau,NOUN,16
Sophie,PROPN,16
ingérence,NOUN,16
détruire,VERB,16
référence,NOUN,16
conseiller,NOUN,16
nommer,VERB,16
périmètre,NOUN,16
mi-avril,NOUN,16
téléphone,NOUN,16
consulter,VERB,16
frapper,VERB,15
hésiter,VERB,15
instaurer,VERB,15
promotion,NOUN,15
approbation,NOUN,15
devoir,NOUN,15
Michel,PROPN,15
tout,NOUN,15
Sylvie,PROPN,15
impérieux,ADJ,15
remonter,VERB,15
stock,NOUN,15
sanitaire,NOUN,15
hypothèse,NOUN,15
chambre,NOUN,15
hémicycle,NOUN,15
approvisionnement,NOUN,15
pétrole,NOUN,15
prestation,NOUN,15
remplacer,VERB,15
adulte,VERB,15
carbone,NOUN,15
serre,NOUN,15
étudiant,ADJ,15
contribution,NOUN,15
remarquable,ADJ,15
dépendre,VERB,15
volontier,ADJ,15
obligatoire,VERB,15
séquençage,NOUN,15
bien,NOUN,15
plateform,ADJ,15
concours,NOUN,15
identité,NOUN,15
manquer,VERB,15
sensible,ADJ,15
neutralité,NOUN,15
fournir,VERB,15
industriel,NOUN,15
Élisabeth,PROPN,15
craindre,VERB,15
inédit,VERB,15
trimestre,NOUN,15
á,NOUN,15
radicalisation,NOUN,15
arrêté,NOUN,15
appui,NOUN,15
ressource,NOUN,15
assister,VERB,15
pied,NOUN,15
traire,VERB,15
interdiction,NOUN,15
assise,NOUN,15
demandeur,NOUN,15
récent,ADJ,15
Île-de-France,PROPN,15
radio,NOUN,15
incendie,NOUN,15
collectif,VERB,15
Runacher,PROPN,15
populaire,ADJ,15
phénomène,NOUN,15
recueillir,VERB,15
quotidien,ADJ,15
souplesse,NOUN,15
détenu,NOUN,15
exportation,NOUN,15
tolérance,NOUN,15
vérification,NOUN,15
sérieux,ADJ,15
expérimentation,NOUN,15
journal,NOUN,15
siècle,NOUN,15
non,NOUN,15
fatalité,NOUN,14
affronter,VERB,14
majoritaire,ADJ,14
vitesse,NOUN,14
difficulter,VERB,14
Justice,PROPN,14
Sami,PROPN,14
impression,NOUN,14
conscient,ADJ,14
assouplir,VERB,14
rectificative,NOUN,14
conférer,VERB,14
pénaliser,VERB,14
couvrir,VERB,14
disent,ADJ,14
libérer,VERB,14
complexe,ADJ,14
excuser,VERB,14
conditionner,VERB,14
intéressant,ADJ,14
sentir,VERB,14
repas,NOUN,14
boursier,ADJ,14
reporter,VERB,14
automatique,ADJ,14
avérer,VERB,14
faux,ADJ,14
y,NOUN,14
vérifier,VERB,14
approuver,VERB,14
enjeu,PROPN,14
issu,ADJ,14
nécessiter,VERB,14
souffrir,VERB,14
ratification,NOUN,14
amplifier,VERB,14
temporaire,ADJ,14
réfléchir,VERB,14
projeter,VERB,14
convaincre,VERB,14
institutionnel,ADJ,14
mauvais,ADJ,14
audition,NOUN,14
double,ADJ,14
crime,NOUN,14
finir,VERB,14
proportion,NOUN,14
flux,NOUN,14
Baron,PROPN,14
emporter,VERB,14
Martinique,PROPN,14
Chacun,PROPN,14
marque,VERB,14
animal,NOUN,14
Romain,PROPN,14
inclusif,ADJ,14
discrimination,NOUN,14
régulier,ADJ,14
opinion,NOUN,14
enseigner,VERB,14
délinquance,NOUN,14
genre,NOUN,14
voyez,NOUN,14
verbalisation,NOUN,14
recul,NOUN,14
diffuser,VERB,14
secret,NOUN,14
bataille,NOUN,14
qualifier,VERB,14
complémentaire,ADJ,14
sondage,NOUN,14
inquiet,ADJ,14
promettre,VERB,14
transitoire,ADJ,14
OQTF,PROPN,14
attentif,ADJ,13
dimension,NOUN,13
Île,PROPN,13
paix,NOUN,13
clarté,NOUN,13
musée,NOUN,13
coupe,NOUN,13
interministériel,ADJ,13
encadrement,NOUN,13
diviser,VERB,13
source,NOUN,13
intéressemer,VERB,13
partage,NOUN,13
regretter,VERB,13
commerçant,NOUN,13
colère,NOUN,13
lire,VERB,13
entretien,NOUN,13
pédagogique,ADJ,13
viral,ADJ,13
lendemain,NOUN,13
humanitaire,ADJ,13
course,NOUN,13
distribution,NOUN,13
repose,VERB,13
répète,NOUN,13
recette,NOUN,13
fiscalité,NOUN,13
rajouter,VERB,13
1ᵉʳ,ADJ,13
indemnisation,NOUN,13
coordonner,VERB,13
durer,VERB,13
aspect,NOUN,13
dispositif,ADJ,13
inférieur,ADJ,13
présente,VERB,13
fragilité,NOUN,13
précaire,ADJ,13
instrument,NOUN,13
réacteur,NOUN,13
dirigeant,NOUN,13
réaffirmer,VERB,13
fil,NOUN,13
Pfizer,PROPN,13
celle,ADJ,13
légal,ADJ,13
transposer,VERB,13
concurrence,NOUN,13
amplifier,NOUN,13
formuler,VERB,13
signaler,VERB,13
cité,NOUN,13
remplir,VERB,13
comparer,VERB,13
disai,NOUN,13
conserver,VERB,13
constant,ADJ,13
conquête,NOUN,13
frappe,NOUN,13
témoigner,VERB,13
exploitation,NOUN,13
découvrir,VERB,13
culte,NOUN,13
progress,ADJ,13
Jérôme,PROPN,13
Rivet,PROPN,13
Dupond,PROPN,13
Moretti,PROPN,13
assouplissement,NOUN,13
leçon,NOUN,13
Elysée,PROPN,13
migratoire,ADJ,13
Ça,PROPN,13
validation,NOUN,13
définitif,ADJ,13
passager,NOUN,13
navire,NOUN,13
unité,NOUN,13
Portugal,PROPN,13
surveillance,NOUN,13
vidéo,NOUN,13
réel,ADJ,13
duo,NOUN,13
pilier,NOUN,13
rassurer,VERB,13
transmission,NOUN,13
remontée,NOUN,13
savon,NOUN,13
scrutin,NOUN,13
stabiliser,VERB,13
voyage,NOUN,13
urbanisme,NOUN,13
réjouir,VERB,13
manifester,VERB,13
loisir,NOUN,13
obliger,VERB,13
rapprocher,VERB,13
biodiversité,NOUN,13
technologie,NOUN,13
station,NOUN,13
une,NOUN,12
cœur,PROPN,12
circul,ADJ,12
Sud,PROPN,12
minimal,ADJ,12
sûreté,NOUN,12
transposition,NOUN,12
dresser,VERB,12
pme,NOUN,12
évident,ADJ,12
inverse,NOUN,12
Serais,PROPN,12
49.3,ADJ,12
cherche,VERB,12
donne,NOUN,12
assumon,NOUN,12
circonscription,NOUN,12
envie,NOUN,12
insoumis,ADJ,12
commissariat,NOUN,12
rémunérer,VERB,12
ukrainien,ADJ,12
accentuer,VERB,12
dépenser,VERB,12
résumer,VERB,12
pris,ADJ,12
euro,ADJ,12
philosophie,NOUN,12
préoccuper,VERB,12
solliciter,VERB,12
internet,NOUN,12
déficit,VERB,12
compensation,NOUN,12
caisse,NOUN,12
universitaire,ADJ,12
profit,NOUN,12
critiquer,VERB,12
valérie,NOUN,12
évidence,NOUN,12
entamer,VERB,12
certitude,NOUN,12
amélie,NOUN,12
raisonnable,ADJ,12
critique,NOUN,12
écarlate,ADJ,12
sanctionner,VERB,12
émotion,NOUN,12
risquer,VERB,12
sncf,NOUN,12
schéma,NOUN,12
percevoir,VERB,12
forcémer,VERB,12
tourisme,NOUN,12
rassembler,VERB,12
historique,NOUN,12
renfort,NOUN,12
antille,NOUN,12
actif,ADJ,12
phrase,NOUN,12
proportionner,VERB,12
réagir,VERB,12
fondement,NOUN,12
avion,NOUN,12
ambitieux,NOUN,12
cantine,NOUN,12
mère,NOUN,12
enfance,NOUN,12
Julie,PROPN,12
préfecture,NOUN,12
productif,ADJ,12
Samuel,PROPN,12
Paty,PROPN,12
échéant,ADJ,12
métropolitain,ADJ,12
surveiller,VERB,12
catastrophe,NOUN,12
irrégulier,ADJ,12
fixé,ADJ,12
numéro,NOUN,12
répartition,NOUN,12
Espagne,PROPN,12
poids,NOUN,12
dépistage,NOUN,12
particulière,NOUN,12
apprenti,NOUN,12
trouble,NOUN,12
foulée,NOUN,12
patrimoine,NOUN,12
universel,ADJ,12
physique,ADJ,12
précoce,ADJ,12
attestation,NOUN,12
académie,NOUN,12
Abad,PROPN,12
pardonnez,NOUN,12
Roselyne,PROPN,12
Bachelot,PROPN,12
révéler,VERB,12
fort,NOUN,12
visioconférence,NOUN,12
méthod,ADJ,12
terre,NOUN,12
gendarmerie,NOUN,12
clarification,NOUN,12
parental,ADJ,12
supporter,NOUN,12
maternel,ADJ,12
douter,VERB,11
sévère,ADJ,11
juge,NOUN,11
militant,NOUN,11
prêt,NOUN,11
aurez,NOUN,11
intégration,NOUN,11
prélèvement,NOUN,11
air,NOUN,11
immense,NOUN,11
autotest,NOUN,11
marque,NOUN,11
rembourser,VERB,11
Benhamou,PROPN,11
reprocher,VERB,11
François,PROPN,11
vulnérable,ADJ,11
émerger,VERB,11
inclure,VERB,11
richesse,NOUN,11
conséquent,NOUN,11
éloigner,VERB,11
pay,ADJ,11
compenser,VERB,11
danger,VERB,11
servir,VERB,11
repasser,VERB,11
patron,NOUN,11
éolien,NOUN,11
cesse,NOUN,11
Corbet,PROPN,11
spécificité,NOUN,11
Orsay,PROPN,11
britannique,NOUN,11
consigne,NOUN,11
distance,NOUN,11
demeure,VERB,11
réparation,NOUN,11
infirmier,ADJ,11
strict,ADJ,11
décéder,VERB,11
précaution,NOUN,11
circonstance,NOUN,11
absence,NOUN,11
Bruxelles,PROPN,11
dit,NOUN,11
interlocuteur,NOUN,11
olympique,ADJ,11
monoparental,ADJ,11
ton,NOUN,11
parallèle,NOUN,11
connu,ADJ,11
flambée,NOUN,11
refus,NOUN,11
clair,NOUN,11
moteur,NOUN,11
promouvoir,VERB,11
maternelle,NOUN,11
maritime,ADJ,11
évaluation,NOUN,11
préservation,NOUN,11
voit,NOUN,11
quasi,NOUN,11
équipement,NOUN,11
léger,ADJ,11
Loire,PROPN,11
vérité,NOUN,11
exemplaire,ADJ,11
pragmatisme,NOUN,11
moderniser,VERB,11
systématique,ADJ,11
deal,NOUN,11
Lambrecq,PROPN,11
maîtriser,VERB,11
exercer,VERB,11
espéron,NOUN,11
vendre,VERB,11
repartir,VERB,11
épreuve,NOUN,11
volontariste,ADJ,11
montée,NOUN,11
protecteur,NOUN,11
porte-parol,ADJ,11
dégradation,NOUN,11
habituel,ADJ,11
embaucher,VERB,11
primaire,ADJ,11
transparent,ADJ,11
Pays,PROPN,11
tf1-lci,NOUN,11
devoir,ADJ,11
logistique,ADJ,11
Tassin,PROPN,11
News,PROPN,11
erreur,NOUN,11
politicien,ADJ,11
cesser,VERB,11
départemental,ADJ,11
criminel,ADJ,11
jugement,NOUN,11
exécution,NOUN,11
électeur,NOUN,11
reproduire,VERB,11
spectacle,NOUN,11
civil,NOUN,11
contractuel,ADJ,11
élever,VERB,11
vaccinodrome,NOUN,11
forêt,NOUN,11
Saint-Denis,PROPN,11
agression,NOUN,11
terroriste,NOUN,11
lettre,NOUN,11
adolescent,NOUN,11
militaire,NOUN,11
sommet,NOUN,11
apaisement,NOUN,11
consolider,VERB,11
régalien,ADJ,11
calédonien,ADJ,11
Thomas,PROPN,11
séminaire,NOUN,11
thématique,NOUN,11
cese,NOUN,11
aéroport,NOUN,11
meeting,NOUN,11
voyageur,NOUN,11
Gaza,PROPN,11
Hamas,PROPN,11
organisme,NOUN,10
fidèle,ADJ,10
remboursement,NOUN,10
atteinte,NOUN,10
couverture,NOUN,10
décalage,NOUN,10
PCR,PROPN,10
écrire,VERB,10
laurence,NOUN,10
modélisation,NOUN,10
poser,ADJ,10
guider,VERB,10
déclencher,VERB,10
usine,NOUN,10
relocalisation,NOUN,10
Dussopt,PROPN,10
RSA,PROPN,10
bénéficiaire,NOUN,10
principale,NOUN,10
souci,NOUN,10
centrale,NOUN,10
résider,VERB,10
sai,NOUN,10
choc,NOUN,10
futur,ADJ,10
micro,NOUN,10
lci,NOUN,10
républicain,NOUN,10
tenant,ADJ,10
culturel,NOUN,10
activemer,VERB,10
écouler,VERB,10
hiver,VERB,10
explication,NOUN,10
apparaître,VERB,10
fonder,VERB,10
provenance,NOUN,10
débloquer,VERB,10
touristique,ADJ,10
divorce,NOUN,10
imminent,ADJ,10
allusion,NOUN,10
large,NOUN,10
pourvoir,VERB,10
Mali,PROPN,10
qr,NOUN,10
convier,VERB,10
nette,NOUN,10
casser,VERB,10
contraindre,VERB,10
prolongation,NOUN,10
pompe,NOUN,10
contester,VERB,10
traitant,ADJ,10
tuer,VERB,10
expertise,NOUN,10
ong,NOUN,10
tracer,VERB,10
lecture,NOUN,10
faute,NOUN,10
opportunité,NOUN,10
rebond,NOUN,10
accuser,VERB,10
caméra,NOUN,10
écart,NOUN,10
Maxence,PROPN,10
dîner,NOUN,10
sénateur,NOUN,10
interrogation,NOUN,10
ONU,PROPN,10
nomination,NOUN,10
tournant,NOUN,10
victoire,NOUN,10
clé,NOUN,10
moi,NOUN,10
solide,ADJ,10
printemps,NOUN,10
céder,VERB,10
ratifiant,ADJ,10
Alsace,PROPN,10
exécutif,ADJ,10
associer,NOUN,10
embauche,NOUN,10
équiper,VERB,10
recenser,VERB,10
protéger,ADJ,10
dépôt,NOUN,10
nord,NOUN,10
Paul,PROPN,10
totalité,NOUN,10
fatigue,NOUN,10
généralisation,NOUN,10
stupéfiant,NOUN,10
médecine,NOUN,10
pencher,VERB,10
parle,NOUN,10
inquiétant,ADJ,10
automobile,ADJ,10
présidentielle,NOUN,10
Monde,PROPN,10
représentation,NOUN,10
ministériel,ADJ,10
report,NOUN,10
routier,ADJ,10
audience,NOUN,10
canicule,NOUN,10
artistique,ADJ,10
parquet,NOUN,10
démarrer,ADJ,10
cellule,NOUN,10
volontier,NOUN,10
endométriose,NOUN,10
fichier,NOUN,10
MaPrimeRénov,PROPN,10
égard,NOUN,10
clause,NOUN,10
tribune,NOUN,10
dégager,VERB,10
concrétiser,VERB,10
pasteur,NOUN,10
indépendantiste,ADJ,10
humilité,NOUN,10
appartenir,VERB,10
consoeur,NOUN,10
expulsion,NOUN,10
relâche,NOUN,9
menacer,VERB,9
Guadeloupe,PROPN,9
bancaire,ADJ,9
tonne,NOUN,9
co2,NOUN,9
minorité,NOUN,9
autre,NOUN,9
rumeur,NOUN,9
facile,ADJ,9
comparable,ADJ,9
globalemer,VERB,9
pharmacie,NOUN,9
contraignant,ADJ,9
candidature,NOUN,9
siège,NOUN,9
vif,ADJ,9
inflation,ADJ,9
succéder,VERB,9
inflationniste,ADJ,9
annuel,ADJ,9
bande,NOUN,9
bruno,NOUN,9
prime,ADJ,9
réserver,VERB,9
enjeux,ADJ,9
social,PROPN,9
boursier,NOUN,9
inscription,NOUN,9
précaire,NOUN,9
consommer,VERB,9
vraie,NOUN,9
futur,NOUN,9
indication,NOUN,9
spécial,ADJ,9
dessu,ADJ,9
Florian,PROPN,9
tardif,NOUN,9
stabilisation,NOUN,9
compte,VERB,9
urgent,ADJ,9
cela,NOUN,9
été,PROPN,9
regrouper,VERB,9
etc,PROPN,9
Internet,PROPN,9
accident,NOUN,9
rapatriement,NOUN,9
vœu,NOUN,9
classique,ADJ,9
émailler,VERB,9
arrière,NOUN,9
ressentir,VERB,9
conjuguer,VERB,9
Bect,PROPN,9
amont,NOUN,9
aspirer,VERB,9
requérir,VERB,9
activer,VERB,9
confondre,VERB,9
hydrogène,NOUN,9
reproduction,NOUN,9
tranche,NOUN,9
armer,VERB,9
couper,VERB,9
doter,VERB,9
reconfiner,VERB,9
droit,ADJ,9
trafiquant,NOUN,9
continent,NOUN,9
exemplarité,NOUN,9
fameux,ADJ,9
remaniement,NOUN,9
Schiappa,PROPN,9
chaleur,NOUN,9
transparent,NOUN,9
homologue,NOUN,9
régler,VERB,9
laïcité,NOUN,9
dynamique,ADJ,9
barre,NOUN,9
sélection,NOUN,9
pénitentiaire,ADJ,9
verbaliser,VERB,9
généraliser,VERB,9
facteur,NOUN,9
repousser,VERB,9
pôle,NOUN,9
collectif,NOUN,9
esat,NOUN,9
taille,NOUN,9
significatif,ADJ,9
endiguer,VERB,9
satisfaire,VERB,9
gratuité,NOUN,9
essai,NOUN,9
Brésil,PROPN,9
encourageant,ADJ,9
pratiquer,VERB,9
sexiste,ADJ,9
incarner,VERB,9
grève,NOUN,9
aléa,NOUN,9
animer,VERB,9
père,NOUN,9
connaissez,NOUN,9
électronique,ADJ,9
Damien,PROPN,9
soirée,NOUN,9
priori,VERB,9
motion,NOUN,9
censure,NOUN,9
match,NOUN,9
épisode,NOUN,9
détention,NOUN,9
encontre,NOUN,9
administrer,VERB,9
important,NOUN,9
saturation,NOUN,9
hexagone,NOUN,9
régionale,NOUN,9
désolé,ADJ,9
doute,VERB,9
gravité,NOUN,9
extrême,NOUN,9
bras,NOUN,9
acheter,VERB,9
Lécuyer,PROPN,9
veiller,VERB,9
abri,NOUN,9
quelque,ADJ,9
aspiration,NOUN,9
générer,VERB,9
derrièr,ADJ,9
usager,NOUN,9
vaccin,ADJ,9
sagesse,NOUN,9
légion,NOUN,9
pape,NOUN,9
apaiser,VERB,9
douleur,NOUN,9
entretenir,VERB,9
publication,NOUN,9
Alain,PROPN,9
pérenne,ADJ,9
redécoupage,NOUN,9
Sébastien,PROPN,9
rapporter,VERB,9
veille,NOUN,9
redressement,NOUN,9
Pyrénées,PROPN,9
islamiste,ADJ,9
assureur,NOUN,9
technique,NOUN,9
étranger,NOUN,9
rodage,NOUN,9
bassin,NOUN,9
frein,NOUN,9
situer,VERB,8
provenir,VERB,8
danger,NOUN,8
évacuation,NOUN,8
Mayotte,PROPN,8
République,PROPN,8
séparatisme,NOUN,8
particulier,NOUN,8
visible,ADJ,8
canal+,NOUN,8
restaurateur,NOUN,8
violent,ADJ,8
Philippe,PROPN,8
rechercher,VERB,8
constructif,ADJ,8
indice,NOUN,8
haut,NOUN,8
litre,NOUN,8
sage,NOUN,8
crédible,ADJ,8
indépendant,NOUN,8
tenue,NOUN,8
répartir,VERB,8
plafond,NOUN,8
versement,NOUN,8
naturel,ADJ,8
reconduire,VERB,8
réglementaire,ADJ,8
progressivemer,VERB,8
estimation,NOUN,8
valoriser,VERB,8
Associated,PROPN,8
Press,PROPN,8
plaire,VERB,8
RFI,PROPN,8
pathologie,NOUN,8
collégien,NOUN,8
emparer,VERB,8
comorbidité,NOUN,8
démarr,ADJ,8
sincèremer,VERB,8
avantage,NOUN,8
criblage,NOUN,8
session,NOUN,8
priver,VERB,8
camp,NOUN,8
Syrie,PROPN,8
surprise,NOUN,8
forcément,NOUN,8
rapide,NOUN,8
fixe,VERB,8
déclinaison,NOUN,8
baron,NOUN,8
différencier,VERB,8
Hadrien,PROPN,8
blocage,NOUN,8
libération,NOUN,8
retarder,VERB,8
décrue,NOUN,8
tendre,ADJ,8
protèg,ADJ,8
innovant,ADJ,8
fier,ADJ,8
destin,NOUN,8
complémentaire,NOUN,8
hébergement,NOUN,8
complément,NOUN,8
Drian,PROPN,8
prolongement,NOUN,8
observation,NOUN,8
etc.,VERB,8
mosquée,NOUN,8
quinzaine,NOUN,8
fidèlemer,VERB,8
policier,ADJ,8
fai,NOUN,8
degré,NOUN,8
réindustrialisation,NOUN,8
moderne,ADJ,8
glyphosate,NOUN,8
spectaculaire,ADJ,8
gouvernance,NOUN,8
attractif,ADJ,8
traité,NOUN,8
normandie,NOUN,8
Lyon,PROPN,8
tir,NOUN,8
consentir,VERB,8
lign,ADJ,8
humanité,NOUN,8
norme,NOUN,8
urbain,ADJ,8
banlieue,NOUN,8
fréquence,NOUN,8
pari,NOUN,8
marlène,NOUN,8
destiner,VERB,8
brièvemer,VERB,8
réquisition,NOUN,8
courir,VERB,8
attitude,NOUN,8
bilatéral,ADJ,8
Canal+,PROPN,8
revendication,NOUN,8
c,NOUN,8
bel,ADJ,8
Duoday,PROPN,8
ruralité,NOUN,8
CDI,PROPN,8
stage,NOUN,8
bac,NOUN,8
israélien,ADJ,8
inter,VERB,8
argument,NOUN,8
interaction,NOUN,8
Bas,PROPN,8
injecter,VERB,8
identitaire,ADJ,8
reconfinement,NOUN,8
détection,NOUN,8
clinique,ADJ,8
franceinfo,NOUN,8
elizabeth,NOUN,8
écriture,NOUN,8
facilité,NOUN,8
brassage,NOUN,8
antigénique,ADJ,8
revendiquer,VERB,8
primo,ADJ,8
officine,NOUN,8
tranquillité,NOUN,8
nice,NOUN,8
EPR,PROPN,8
final,ADJ,8
accusation,NOUN,8
heureux,ADJ,8
refaire,VERB,8
introduction,NOUN,8
impossible,ADJ,8
feron,NOUN,8
Anne,PROPN,8
Maritimes,PROPN,8
Moselle,PROPN,8
Aquitaine,PROPN,8
mur,NOUN,8
symptôme,NOUN,8
rendre,ADJ,8
susciter,VERB,8
acquérir,VERB,8
opérer,VERB,8
